0 140 4692 35
0 141 4734 35
0 142 4769 35
0 143 4800 35
0 144 4834 35
0 145 4865 35
0 146 4896 35
0 147 4927 35
0 148 4958 35
0 149 4989 36
0 150 5021 36
0 151 5052 36
0 152 5083 36
0 153 5117 36
0 154 5149 37
0 155 5180 38
0 156 5211 38
0 157 5242 38
0 158 5273 38
0 159 5305 38
0 160 5336 38
0 161 5367 39
0 162 5398 39
0 163 5429 39
0 164 5460 39
0 165 5505 39
0 166 5537 40
0 167 5568 40
0 168 5602 40
0 169 5633 40
0 170 5664 42
0 171 5710 43
0 172 5741 43
0 173 5772 43
0 174 5803 44
0 175 5834 44
0 176 5865 44
0 177 5896 44
0 178 5927 44
0 179 5969 44
0 180 6008 44
0 181 6039 44
0 182 6070 44
0 183 6101 44
0 184 6132 45
0 185 6164 45
0 186 6210 45
0 187 6241 45
0 188 6273 45
0 189 6304 45
0 190 6335 45
0 191 6366 45
0 192 6398 45
0 193 6429 45
0 194 6460 45
0 195 6491 46
0 196 6533 46
0 197 6564 46
0 198 6595 47
0 199 6626 47
0 200 6657 48
0 201 6689 48
0 202 6720 48
0 203 6756 48
0 204 6787 48
0 205 6818 48
0 206 6850 48
0 207 6887 48
0 208 6918 48
0 209 6963 49
0 210 7005 49
0 211 7037 49
0 212 7068 49
0 213 7105 49
0 214 7136 49
0 215 7168 49
0 216 7199 49
0 217 7241 49
0 218 7272 49
0 219 7303 49
0 220 7335 49
0 221 7366 50
0 222 7398 51
0 223 7431 52
0 224 7462 52
0 225 7493 52
0 226 7526 52
0 227 7557 52
0 228 7588 52
0 229 7619 52
0 230 7650 52
0 231 7681 52
0 232 7713 52
0 233 7744 52
0 234 7776 52
0 235 7808 52
0 236 7839 53
0 237 7871 53
0 238 7902 53
0 239 7933 53
0 240 7973 54
0 241 8005 54
0 242 8037 54
0 243 8069 54
0 244 8101 54
0 245 8132 54
0 246 8163 54
0 247 8206 54
0 248 8249 54
0 249 8280 54
0 250 8311 55
0 251 8342 55
0 252 8384 55
0 253 8416 55
0 254 8449 55
0 255 8480 55
0 256 8520 55
0 257 8552 55
0 258 8583 55
0 259 8615 55
0 260 8646 55
0 261 8687 55
0 262 8719 55
0 263 8763 56
0 264 8795 56
0 265 8830 56
0 266 8861 56
0 267 8893 56
0 268 8925 56
0 269 8956 56
0 270 8986 56
0 271 9032 56
0 272 9063 56
0 273 9096 57
0 274 9127 58
0 275 9158 58
0 276 9189 58
0 277 9220 59
0 278 9251 59
0 279 9282 59
0 280 9313 59
0 281 9356 60
0 282 9399 61
0 283 9431 61
0 284 9462 61
0 285 9493 61
0 286 9525 61
0 287 9557 61
0 288 9588 61
0 289 9619 61
0 290 9653 61
0 291 9684 61
0 292 9715 61
0 293 9746 61
0 294 9777 61
0 295 9808 62
0 296 9839 62
0 297 9870 62
0 298 9901 62
0 299 9932 62
0 300 9963 63
0 301 9994 64
0 302 10034 65
0 303 10066 65
0 304 10097 65
0 305 10128 65
0 306 10159 65
0 307 10190 65
0 308 10221 66
0 309 10252 66
0 310 10282 67
0 311 10314 67
0 312 10346 67
0 313 10379 67
0 314 10410 67
0 315 10451 67
0 316 10482 67
0 317 10523 67
0 318 10554 67
0 319 10585 68
0 320 10617 68
0 321 10648 68
0 322 10692 69
0 323 10733 69
0 324 10765 69
0 325 10803 69
0 326 10835 69
0 327 10868 69
0 328 10899 69
0 329 10930 69
0 330 10961 69
0 331 10992 69
0 332 11039 70
0 333 11070 70
0 334 11101 70
0 335 11132 70
0 336 11165 70
0 337 11202 70
0 338 11233 70
0 339 11264 71
0 340 11295 71
0 341 11326 71
0 342 11357 71
0 343 11388 71
0 344 11419 71
0 345 11450 71
0 346 11481 71
0 347 11523 71
0 348 11554 71
0 349 11591 71
0 350 11635 71
0 351 11668 71
0 352 11699 71
0 353 11731 71
0 354 11762 72
0 355 11793 72
0 356 11824 72
0 357 11855 72
0 358 11886 73
0 359 11917 73
0 360 11948 74
0 361 11980 75
0 362 12011 75
0 363 12042 76
0 364 12073 78
