Thread[Thread-1,5,main]0 1 43 0
0 2 74 0
0 3 105 0
0 4 136 0
0 5 167 0
0 6 198 1
0 7 229 2
0 8 260 2
0 9 296 3
0 10 328 3
0 11 359 4
0 12 390 5
0 13 437 5
0 14 469 5
0 15 514 5
0 16 545 5
0 17 576 5
0 18 607 5
0 19 638 5
0 20 670 5
0 21 701 5
0 22 745 5
0 23 777 5
0 24 808 5
0 25 851 6
0 26 883 7
0 27 914 7
0 28 945 7
0 29 990 7
0 30 1024 7
0 31 1055 7
0 32 1094 7
0 33 1125 7
0 34 1156 7
0 35 1203 7
0 36 1234 7
0 37 1265 8
0 38 1297 8
0 39 1328 8
0 40 1359 8
0 41 1390 8
0 42 1422 8
0 43 1453 8
0 44 1484 8
0 45 1528 9
0 46 1560 10
0 47 1591 11
0 48 1622 11
0 49 1653 11
0 50 1684 11
0 51 1715 11
0 52 1756 11
0 53 1787 12
0 54 1819 12
0 55 1863 12
0 56 1894 12
0 57 1925 12
0 58 1956 12
0 59 1999 12
0 60 2040 12
0 61 2086 12
0 62 2117 13
0 63 2148 13
0 64 2180 14
0 65 2211 14
0 66 2243 14
0 67 2287 14
0 68 2318 15
0 69 2349 15
0 70 2390 15
0 71 2421 16
0 72 2458 16
0 73 2489 16
0 74 2520 16
0 75 2551 16
0 76 2583 16
0 77 2614 16
0 78 2645 16
0 79 2677 17
0 80 2709 17
0 81 2754 18
0 82 2786 19
0 83 2840 19
0 84 2883 19
0 85 2915 19
0 86 2946 20
0 87 2977 20
0 88 3009 20
0 89 3041 20
0 90 3072 20
0 91 3103 20
0 92 3135 20
0 93 3168 20
0 94 3199 21
0 95 3230 21
0 96 3261 21
0 97 3292 21
0 98 3323 21
0 99 3354 21
0 100 3385 22
0 101 3428 23
0 102 3459 24
0 103 3490 24
0 104 3522 24
0 105 3554 25
0 106 3585 26
0 107 3617 26
0 108 3648 26
0 109 3679 26
0 110 3710 26
0 111 3741 26
0 112 3772 26
0 113 3803 26
0 114 3834 28
0 115 3865 29
0 116 3897 29
0 117 3928 29
0 118 3959 30
0 119 3990 31
0 120 4021 31
0 121 4052 31
0 122 4083 31
0 123 4137 31
0 124 4168 31
0 125 4200 31
0 126 4232 31
0 127 4264 31
0 128 4295 31
0 129 4326 31
0 130 4357 31
0 131 4388 32
0 132 4427 32
0 133 4470 32
0 134 4502 34
0 135 4533 34
0 136 4564 34
0 137 4596 35
0 138 4630 35
0 139 4661 35
